,Sentiment,Tweets,id,len,date,source,likes,retweets
186,1,TRUMP Not only did Senator Burr s Committee find No Collusion by the Trump Campaign and Russia it s important because t,1094247546829058048,140,2019-02-09 14:51:59,Twitter for iPhone,0,14781
187,1,We have a great economy DESPITE the Obama Administration and all of its job killing Regulations and Roadblocks If,1094243546834657281,139,2019-02-09 14:36:06,Twitter for iPhone,113749,26812
188,-1,The Democrats in Congress yesterday were vicious and totally showed their cards for everyone to see When the Repub,1094242164857556992,140,2019-02-09 14:30:36,Twitter for iPhone,101824,24401
189,1,It was great meeting some of our outstanding young military personnel who were wounded in both Syria and Afghanista,1094233554886840321,140,2019-02-09 13:56:24,Twitter for iPhone,137000,24810
190,1,North Korea under the leadership of Kim Jong Un will become a great Economic Powerhouse He may surprise some but,1094035813820784640,140,2019-02-09 00:50:38,Twitter for iPhone,142984,30689
191,1,My representatives have just left North Korea after a very productive meeting and an agreed upon time and date for,1094031561861881856,139,2019-02-09 00:33:45,Twitter for iPhone,116616,25229
192,1,I was a big fan of Frank Robinson both as a great player and man He was the first African American manager in bas,1093966532558929922,140,2019-02-08 20:15:20,Twitter for iPhone,116433,18162
193,-1,Deepest sympathies to Congresswoman Debbie Dingell and the entire family of John Dingell Longest serving Congressm,1093965968253087744,140,2019-02-08 20:13:06,Twitter for iPhone,66843,10771
194,-1,Working hard thank you,1093965250142056448,48,2019-02-08 20:10:15,Twitter for iPhone,136134,28708
195,-1,It is all a GIANT AND ILLEGAL HOAX developed long before the election itself but used as an excuse by the Demo,1093871865246961666,140,2019-02-08 13:59:10,Twitter for iPhone,138537,29535
196,1,The mainstream media has refused to cover the fact that the head of the VERY important Senate Intelligence Committe,1093869087908941827,140,2019-02-08 13:48:08,Twitter for iPhone,103892,27380
197,-1,Now we find out that Adam Schiff was spending time together in Aspen with Glenn Simpson of GPS Fusion who wrote th,1093867361713704960,140,2019-02-08 13:41:16,Twitter for iPhone,94372,30374
198,1,Not only did Senator Burr s Committee find No Collusion by the Trump Campaign and Russia it s important because th,1093847784573280256,140,2019-02-08 12:23:29,Twitter for iPhone,87823,22547
199,1,Highly respected Senator Richard Burr Chairman of Senate Intelligence said today that after an almost two year i,1093692376093216769,140,2019-02-08 02:05:56,Twitter for iPhone,154107,35039
